id,name,category,action,archetype,domain,intent,workflow_1,workflow_2,workflow_3,workflow_4,input_hint
"press-release-pro","Press Release Pro","writing & language","pro","coach","Press Release","Pro gives targeted Press Release guidance with next actions.","Assess press release baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"pronunciation-guide","Pronunciation Guide","writing & language","guide","coach","Pronunciation","Guide gives targeted Pronunciation guidance with next actions.","Assess pronunciation baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"punctuation-pilot","Punctuation Pilot","writing & language","pilot","coach","Punctuation","Pilot gives targeted Punctuation guidance with next actions.","Assess punctuation baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"quote-curator","Quote Curator","writing & language","curator","coach","Quote","Curator gives targeted Quote guidance with next actions.","Assess quote baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"research-refiner","Research Refiner","writing & language","refiner","coach","Research","Refiner gives targeted Research guidance with next actions.","Assess research baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"review-writer","Review Writer","writing & language","writer","coach","Review","Writer gives targeted Review guidance with next actions.","Assess review baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"revision-radar","Revision Radar","writing & language","monitor","inspect","Revision","Monitor reviews Revision input, highlights signals, and flags risks.","Parse revision context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"rhythm-writer","Rhythm Writer","writing & language","writer","coach","Rhythm","Writer gives targeted Rhythm guidance with next actions.","Assess rhythm baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"script-studio","Script Studio","writing & language","creator","generate","Script","Creator creates concrete Script outputs you can use immediately.","Interpret script direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"slogan-smith","Slogan Smith","writing & language","smith","coach","Slogan","Smith gives targeted Slogan guidance with next actions.","Assess slogan baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"speech-sculptor","Speech Sculptor","writing & language","designer","generate","Speech","Designer creates concrete Speech outputs you can use immediately.","Interpret speech direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"story-spiral","Story Spiral","writing & language","spiral","coach","Story","Spiral gives targeted Story guidance with next actions.","Assess story baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"storytelling-helper","Storytelling Helper","writing & language","assistant","coach","Storytelling","Assistant gives targeted Storytelling guidance with next actions.","Assess storytelling baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"style-sculptor","Style Sculptor","writing & language","designer","generate","Style","Designer creates concrete Style outputs you can use immediately.","Interpret style direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"summary-surgeon","Summary Surgeon","writing & language","surgeon","coach","Summary","Surgeon gives targeted Summary guidance with next actions.","Assess summary baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
